SELECT date, ordering, pref_label::varchar(20),
       birthyear, extract(year from date) - birthyear AS age
FROM registers
JOIN register_plays ON (register_id = registers.id)
JOIN play_person USING (play_id)
JOIN person ON (person_id = person.id)
ORDER BY date
    date    | ordering |      pref_label      | birthyear | age 
 1681-03-06 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-06 |        2 | Hauteroche (Noël Leb |           |    
 1681-03-07 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-03-08 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-08 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-09 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-09 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-03-10 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-11 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-03-12 |        1 | Jean Racine          |      1639 |  42
 1681-03-12 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-13 |        1 | Scarron (Paul)       |      1610 |  71
 1681-03-14 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-15 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-03-15 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-16 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-17 |        1 | Scarron (Paul)       |      1610 |  71
 1681-03-18 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-18 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-19 |        1 | Scarron (Paul)       |      1610 |  71
 1681-03-20 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-20 |        2 | La Chapelle (Jean de |      1651 |  30
 1681-03-21 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-03-21 |        1 | Donneau de Vizé (Jea |           |    
 1681-03-22 |        2 | Rosimond (Claude Ros |           |    
 1681-03-22 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-23 |        1 | Donneau de Vizé (Jea |           |    
 1681-03-23 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-03-24 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-24 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-03-26 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-26 |        2 | La Chapelle (Jean de |      1651 |  30
 1681-03-27 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-03-27 |        1 | Jean Racine          |      1639 |  42
 1681-03-28 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-03-29 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-04-14 |        1 | Jean Racine          |      1639 |  42
 1681-04-14 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-15 |        1 | Poisson (Raymond)    |      1630 |  51
 1681-04-16 |        1 | Jean Racine          |      1639 |  42
 1681-04-16 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-17 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-17 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-18 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-04-18 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-19 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-20 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-20 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-04-21 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-22 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-04-22 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-23 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-04-24 |        1 | Boyer (Claude, abbé) |           |    
 1681-04-24 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-25 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-25 |        1 | arrangée et versifié |           |    
 1681-04-26 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-04-26 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-04-27 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-04-28 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-04-28 |        1 | La Tuillerie (Jean-F |           |    
 1681-04-29 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-04-30 |        2 | Anonyme              |           |    
 1681-04-30 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-01 |        1 | Hauteroche (Noël Leb |           |    
 1681-05-02 |        1 | Du Ryer (Pierre)     |      1605 |  76
 1681-05-02 |        2 | Anonyme              |           |    
 1681-05-03 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-03 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-04 |        1 | Du Ryer (Pierre)     |      1605 |  76
 1681-05-04 |        2 | Anonyme              |           |    
 1681-05-05 |        1 | Jean Racine          |      1639 |  42
 1681-05-05 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-06 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-07 |        1 | Scarron (Paul)       |      1610 |  71
 1681-05-08 |        1 | Poisson (Raymond)    |      1630 |  51
 1681-05-09 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-10 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-11 |        1 | Poisson (Raymond)    |      1630 |  51
 1681-05-12 |        1 | Jean Racine          |      1639 |  42
 1681-05-12 |        2 | La Chapelle (Jean de |      1651 |  30
 1681-05-13 |        1 | Donneau de Vizé (Jea |           |    
 1681-05-13 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-05-14 |        1 | Jean Racine          |      1639 |  42
 1681-05-14 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-05-16 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-05-16 |        1 | Donneau de Vizé (Jea |           |    
 1681-05-17 |        1 | Jean Racine          |      1639 |  42
 1681-05-17 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-05-18 |        1 | arrangée et versifié |           |    
 1681-05-18 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-19 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-20 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-05-20 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-21 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-21 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-22 |        1 | Pradon (Nicolas)     |      1632 |  49
 1681-05-22 |        2 | Montfleury           |      1639 |  42
 1681-05-23 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-05-24 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-05-24 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-26 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-26 |        2 | Hauteroche (Noël Leb |           |    
 1681-05-27 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-28 |        1 | Gillet de La Tessone |           |    
 1681-05-29 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-05-29 |        1 | Rotrou (Jean de)     |      1609 |  72
 1681-05-30 |        1 | Gillet de La Tessone |           |    
 1681-05-31 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-05-31 |        2 | Montfleury           |      1639 |  42
 1681-06-01 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-02 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-06-02 |        1 | Jean Racine          |      1639 |  42
 1681-06-03 |        1 | Desmarets de Saint-S |      1595 |  86
 1681-06-04 |        2 | Hauteroche (Noël Leb |           |    
 1681-06-04 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-06-06 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-06 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-07 |        1 | Scarron (Paul)       |      1610 |  71
 1681-06-08 |        1 | Jean Racine          |      1639 |  42
 1681-06-08 |        2 | Rosimond (Claude Ros |           |    
 1681-06-09 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-10 |        2 | Hauteroche (Noël Leb |           |    
 1681-06-10 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-06-11 |        1 | Scarron (Paul)       |      1610 |  71
 1681-06-12 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-12 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-06-13 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-06-13 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-06-14 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-14 |        1 | Jean Racine          |      1639 |  42
 1681-06-15 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-06-15 |        2 | La Chapelle (Jean de |      1651 |  30
 1681-06-16 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-06-17 |        2 | Fontenelle (Bernard  |           |    
 1681-06-17 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-06-18 |        1 | Scarron (Paul)       |      1610 |  71
 1681-06-19 |        1 | Boyer (Claude, abbé) |           |    
 1681-06-19 |        2 | Hauteroche (Noël Leb |           |    
 1681-06-20 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-21 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-06-21 |        1 | Du Ryer (Pierre)     |      1605 |  76
 1681-06-22 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-23 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-23 |        1 | Jean Racine          |      1639 |  42
 1681-06-24 |        1 | Hauteroche (Noël Leb |           |    
 1681-06-25 |        1 | Jean Racine          |      1639 |  42
 1681-06-25 |        2 | Montfleury           |      1639 |  42
 1681-06-26 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-06-27 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-28 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-06-28 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-06-29 |        1 | Abbé François Le Mét |           |    
 1681-06-30 |        1 | Jean Racine          |      1639 |  42
 1681-06-30 |        2 | Hauteroche (Noël Leb |           |    
 1681-07-01 |        1 | Abbé François Le Mét |           |    
 1681-07-02 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-07-02 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-03 |        1 | Abbé François Le Mét |           |    
 1681-07-04 |        1 | Jean Racine          |      1639 |  42
 1681-07-04 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-05 |        1 | Abbé François Le Mét |           |    
 1681-07-06 |        1 | Poisson (Raymond)    |      1630 |  51
 1681-07-07 |        1 | Jean Racine          |      1639 |  42
 1681-07-07 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-08 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-08 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-09 |        1 | Hauteroche (Noël Leb |           |    
 1681-07-10 |        1 | arrangée et versifié |           |    
 1681-07-10 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-11 |        1 | La Tuillerie (Jean-F |           |    
 1681-07-11 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-12 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-12 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-13 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-13 |        1 | La Tuillerie (Jean-F |           |    
 1681-07-14 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-07-15 |        1 | La Tuillerie (Jean-F |           |    
 1681-07-15 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-16 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-17 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-07-17 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-18 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-07-18 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-19 |        1 | Scarron (Paul)       |      1610 |  71
 1681-07-20 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-07-20 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-21 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-21 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-22 |        1 | Gilbert (Gabriel)    |      1620 |  61
 1681-07-23 |        2 | La Tuillerie (Jean-F |           |    
 1681-07-23 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-24 |        1 | Gilbert (Gabriel)    |      1620 |  61
 1681-07-25 |        1 | Gilbert (Gabriel)    |      1620 |  61
 1681-07-26 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-07-27 |        1 | Gilbert (Gabriel)    |      1620 |  61
 1681-07-28 |        1 | Jean Racine          |      1639 |  42
 1681-07-28 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-29 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-07-30 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-31 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-07-31 |        1 | Tristan L'Hermite    |      1601 |  80
 1681-08-01 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-01 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-02 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-02 |        1 | arrangée et versifié |           |    
 1681-08-03 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-04 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-05 |        2 | Montfleury           |      1639 |  42
 1681-08-05 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-08-06 |        1 | Scarron (Paul)       |      1610 |  71
 1681-08-07 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-08 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-09 |        1 | Jean Racine          |      1639 |  42
 1681-08-09 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-10 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-11 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-08-11 |        2 | Montfleury           |      1639 |  42
 1681-08-12 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-12 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-13 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-08-13 |        2 | Rosimond (Claude Ros |           |    
 1681-08-14 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-16 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-08-17 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-08-17 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-18 |        1 | Quinault (Philippe)  |      1635 |  46
 1681-08-19 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-20 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-20 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-21 |        1 | arrangée et versifié |           |    
 1681-08-21 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-22 |        1 | Montauban (Jacques P |           |    
 1681-08-23 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-24 |        1 | Montauban (Jacques P |           |    
 1681-08-25 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-26 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-29 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-30 |        1 | Jean Racine          |      1639 |  42
 1681-08-30 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-08-31 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-01 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-02 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-02 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-09 |        2 | Hauteroche (Noël Leb |           |    
 1681-09-09 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-09-10 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-10 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-09-11 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-11 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-12 |        1 | Jean Racine          |      1639 |  42
 1681-09-12 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-09-14 |        1 | Jean Racine          |      1639 |  42
 1681-09-14 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-09-15 |        1 | Corneille (Thomas)   |      1625 |  56
 1681-09-16 |        2 | Hauteroche (Noël Leb |           |    
 1681-09-16 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-17 |        1 | Hauteroche (Noël Leb |           |    
 1681-09-18 |        1 | Jean Racine          |      1639 |  42
 1681-09-18 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-19 |        1 | Jean Racine          |      1639 |  42
 1681-09-19 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-20 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-21 |        1 | Jean Racine          |      1639 |  42
 1681-09-21 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-22 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-22 |        2 | Hauteroche (Noël Leb |           |    
 1681-09-23 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-24 |        1 | Jean Racine          |      1639 |  42
 1681-09-24 |        2 | Poisson (Raymond)    |      1630 |  51
 1681-09-25 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-25 |        1 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-26 |        2 | Jean-Baptiste Poquel |      1622 |  59
 1681-09-26 |        1 | Corneille (Pierre)   |      1606 |  75
 1681-09-27 |        1 | Jean Racine          |      1639 |  42
 1681-09-27 |        2 | Hauteroche (Noël Leb |           |    
